shipment_id,order_id,courier,ship_date,delivered_date,status,shipping_days
2936,2560,Cyclone,2025-03-21,2025-03-22,Delivered,1.0
2937,2560,Bolt,2025-03-20,2025-03-22,Delivered,2.0
2938,2561,Cyclone,2025-02-21,2025-02-22,Delivered,1.0
2939,2562,Cyclone,2025-03-10,2025-03-14,Delivered,4.0
2940,2563,Bolt,2025-02-20,2025-02-22,Delivered,2.0
2941,2564,Cyclone,2025-02-06,2025-02-08,Delivered,2.0
2942,2565,Arrow,2025-03-10,2025-03-14,Delivered,4.0
2943,2565,Cyclone,2025-03-10,2025-03-12,Delivered,2.0
2944,2566,Arrow,2025-03-19,2025-03-20,Delivered,1.0
2945,2567,Cyclone,2025-02-10,2025-02-12,Delivered,2.0
2946,2568,Cyclone,2025-03-31,2025-04-03,Delivered,3.0
2947,2568,Cyclone,2025-04-01,2025-04-02,Delivered,1.0
2948,2569,Bolt,2025-03-03,2025-03-05,Delivered,2.0
2949,2570,Cyclone,2025-01-12,2025-01-13,Delivered,1.0
2950,2571,Cyclone,2025-01-21,2025-01-22,Delivered,1.0
2951,2571,Bolt,2025-01-22,2025-01-24,Delivered,2.0
2952,2572,Cyclone,2025-02-07,2025-02-08,Delivered,1.0
2953,2573,Bolt,2025-01-13,2025-01-16,Delivered,3.0
2954,2573,Arrow,2025-01-12,2025-01-16,Delivered,4.0
2955,2574,Cyclone,2025-01-04,2025-01-05,Delivered,1.0
2956,2575,Cyclone,2025-01-13,2025-01-16,Delivered,3.0
2957,2575,Arrow,2025-01-15,,Returned,
2958,2576,Arrow,2025-02-24,2025-02-28,Delivered,4.0
2959,2577,Cyclone,2025-02-03,,Returned,
2960,2578,Cyclone,2025-01-17,2025-01-18,Delivered,1.0
2961,2579,Cyclone,2025-02-01,2025-02-02,Delivered,1.0
2962,2580,Bolt,2025-02-02,2025-02-06,Delivered,4.0
2963,2581,Cyclone,2025-01-13,2025-01-15,Delivered,2.0
2964,2582,Cyclone,2025-01-11,2025-01-12,Delivered,1.0
2965,2583,Cyclone,2025-01-15,2025-01-17,Delivered,2.0
2966,2584,Arrow,2025-01-18,2025-01-21,Delivered,3.0
2967,2585,Arrow,2025-02-09,2025-02-12,Delivered,3.0
2968,2586,Cyclone,2025-01-19,2025-01-20,Delivered,1.0
2969,2587,Arrow,2025-02-26,2025-03-01,Delivered,3.0
2970,2588,Cyclone,2025-03-15,2025-03-16,Delivered,1.0
2971,2589,Bolt,2025-01-25,2025-01-28,Delivered,3.0
2972,2590,Cyclone,2025-02-28,2025-03-01,Delivered,1.0
2973,2591,Bolt,2025-03-20,2025-03-23,Delivered,3.0
2974,2592,Bolt,2025-04-01,2025-04-06,Delivered,5.0
2975,2593,Bolt,2025-01-24,2025-01-26,Delivered,2.0
2976,2594,Bolt,2025-02-01,2025-02-04,Delivered,3.0
2977,2595,Cyclone,2025-03-27,2025-03-28,Delivered,1.0
2978,2596,Bolt,2025-03-27,2025-03-29,Delivered,2.0
2979,2597,Cyclone,2025-02-14,2025-02-17,Delivered,3.0
2980,2598,Bolt,2025-02-02,2025-02-04,Delivered,2.0
2981,2599,Bolt,2025-02-22,2025-02-25,Delivered,3.0
2982,2600,Arrow,2025-02-17,2025-02-18,Delivered,1.0
2983,2600,Bolt,2025-02-17,2025-02-20,Delivered,3.0
2984,2601,Cyclone,2025-01-22,2025-01-23,Delivered,1.0
2985,2602,Bolt,2025-02-01,2025-02-04,Delivered,3.0
2986,2602,Arrow,2025-02-02,2025-02-06,Delivered,4.0
2987,2603,Arrow,2025-02-08,2025-02-10,Delivered,2.0
2988,2604,Bolt,2025-01-14,2025-01-18,Delivered,4.0
2989,2605,Cyclone,2025-02-16,2025-02-18,Delivered,2.0
2990,2605,Bolt,2025-02-18,2025-02-24,Delivered,6.0
2991,2606,Cyclone,2025-01-19,2025-01-22,Delivered,3.0
2992,2607,Cyclone,2025-01-23,2025-01-24,Delivered,1.0
2993,2608,Arrow,2025-01-13,2025-01-15,Delivered,2.0
2994,2609,Arrow,2025-01-22,2025-01-26,Delivered,4.0
2995,2610,Bolt,2025-01-08,2025-01-09,Delivered,1.0
2996,2610,Cyclone,2025-01-10,2025-01-11,Delivered,1.0
2997,2611,Bolt,2025-02-16,2025-02-17,Delivered,1.0
2998,2612,Arrow,2025-01-08,2025-01-10,Delivered,2.0
2999,2613,Cyclone,2025-01-25,2025-01-26,Delivered,1.0
3000,2614,Cyclone,2025-03-16,2025-03-17,Delivered,1.0
3001,2615,Bolt,2025-03-29,2025-03-31,Delivered,2.0
3002,2615,Bolt,2025-03-27,2025-03-30,Delivered,3.0
3003,2616,Cyclone,2025-01-23,,Returned,
3004,2617,Arrow,2025-03-30,2025-04-03,Delivered,4.0
3005,2618,Bolt,2025-01-23,2025-01-27,Delivered,4.0
3006,2619,Cyclone,2025-01-30,,Returned,
3007,2619,Bolt,2025-01-30,2025-02-05,Delivered,6.0
3008,2620,Arrow,2025-01-14,2025-01-16,Delivered,2.0
3009,2620,Bolt,2025-01-15,2025-01-19,Delivered,4.0
3010,2621,Bolt,2025-03-25,2025-03-28,Delivered,3.0
3011,2622,Arrow,2025-01-04,2025-01-05,Delivered,1.0
3012,2623,Arrow,2025-01-29,2025-01-31,Delivered,2.0
3013,2624,Cyclone,2025-03-27,2025-03-30,Delivered,3.0
3014,2625,Cyclone,2025-03-21,2025-03-22,Delivered,1.0
3015,2626,Bolt,2025-02-23,,Lost,
3016,2627,Cyclone,2025-01-28,2025-01-30,Delivered,2.0
3017,2627,Arrow,2025-01-28,2025-01-29,Delivered,1.0
3018,2628,Cyclone,2025-02-21,,Returned,
3019,2629,Cyclone,2025-03-20,,Returned,
3020,2629,Cyclone,2025-03-22,2025-03-23,Delivered,1.0
3021,2630,Arrow,2025-01-25,2025-01-27,Delivered,2.0
3022,2631,Bolt,2025-03-29,2025-04-01,Delivered,3.0
3023,2632,Cyclone,2025-02-13,2025-02-15,Delivered,2.0
3024,2633,Arrow,2025-03-19,2025-03-22,Delivered,3.0
3025,2634,Bolt,2025-01-24,2025-01-27,Delivered,3.0
3026,2635,Arrow,2025-02-13,2025-02-17,Delivered,4.0
3027,2636,Arrow,2025-02-07,2025-02-10,Delivered,3.0
3028,2636,Bolt,2025-02-06,2025-02-09,Delivered,3.0
3029,2637,Arrow,2025-03-02,2025-03-06,Delivered,4.0
3030,2638,Bolt,2025-02-26,2025-02-28,Delivered,2.0
3031,2639,Cyclone,2025-01-03,2025-01-06,Delivered,3.0
3032,2639,Bolt,2025-01-03,,Returned,
3033,2640,Arrow,2025-03-05,,Returned,
3034,2641,Bolt,2025-01-20,2025-01-23,Delivered,3.0
3035,2642,Bolt,2025-01-25,2025-01-29,Delivered,4.0
3036,2643,Cyclone,2025-01-29,,Returned,
3037,2644,Cyclone,2025-02-01,2025-02-02,Delivered,1.0
3038,2645,Cyclone,2025-02-08,2025-02-09,Delivered,1.0
3039,2646,Arrow,2025-01-26,2025-01-29,Delivered,3.0
3040,2647,Bolt,2025-01-08,2025-01-10,Delivered,2.0
3041,2648,Cyclone,2025-02-28,2025-03-02,Delivered,2.0
3042,2649,Cyclone,2025-01-18,2025-01-19,Delivered,1.0
3043,2649,Bolt,2025-01-16,2025-01-20,Delivered,4.0
3044,2650,Bolt,2025-03-14,2025-03-17,Delivered,3.0
3045,2651,Bolt,2025-01-01,2025-01-05,Delivered,4.0
3046,2652,Arrow,2025-01-07,2025-01-08,Delivered,1.0
3047,2653,Arrow,2025-01-04,2025-01-05,Delivered,1.0
3048,2654,Cyclone,2025-03-06,2025-03-09,Delivered,3.0
3049,2655,Bolt,2025-01-05,2025-01-07,Delivered,2.0
3050,2656,Bolt,2025-03-07,2025-03-12,Delivered,5.0
3051,2657,Arrow,2025-03-30,2025-04-03,Delivered,4.0
3052,2657,Arrow,2025-03-31,2025-04-04,Delivered,4.0
3053,2658,Arrow,2025-01-11,2025-01-14,Delivered,3.0
3054,2659,Arrow,2025-01-23,2025-01-24,Delivered,1.0
3055,2660,Arrow,2025-02-15,2025-02-17,Delivered,2.0
3056,2660,Arrow,2025-02-15,2025-02-18,Delivered,3.0
3057,2661,Arrow,2025-01-28,2025-01-29,Delivered,1.0
3058,2662,Bolt,2025-03-07,2025-03-09,Delivered,2.0
3059,2663,Cyclone,2025-02-12,2025-02-13,Delivered,1.0
3060,2663,Arrow,2025-02-12,2025-02-14,Delivered,2.0
3061,2664,Bolt,2025-01-15,2025-01-22,Delivered,7.0
3062,2665,Arrow,2025-01-09,2025-01-12,Delivered,3.0
3063,2665,Cyclone,2025-01-11,2025-01-13,Delivered,2.0
3064,2666,Arrow,2025-02-06,2025-02-08,Delivered,2.0
3065,2667,Bolt,2025-03-28,2025-04-02,Delivered,5.0
3066,2668,Cyclone,2025-04-01,2025-04-02,Delivered,1.0
3067,2669,Arrow,2025-02-27,2025-02-28,Delivered,1.0
3068,2670,Cyclone,2025-02-23,2025-02-24,Delivered,1.0
3069,2671,Cyclone,2025-01-14,2025-01-17,Delivered,3.0
3070,2671,Cyclone,2025-01-14,2025-01-16,Delivered,2.0
3071,2672,Bolt,2025-03-22,2025-03-24,Delivered,2.0
3072,2673,Bolt,2025-03-21,2025-03-23,Delivered,2.0
3073,2674,Cyclone,2025-01-15,2025-01-16,Delivered,1.0
3074,2675,Arrow,2025-02-03,2025-02-05,Delivered,2.0
3075,2676,Arrow,2025-02-22,2025-02-24,Delivered,2.0
3076,2677,Cyclone,2025-01-22,,Returned,
3077,2677,Bolt,2025-01-20,2025-01-24,Delivered,4.0
3078,2678,Cyclone,2025-03-18,2025-03-20,Delivered,2.0
3079,2679,Arrow,2025-01-18,,Returned,
3080,2680,Cyclone,2025-03-12,2025-03-13,Delivered,1.0
3081,2680,Bolt,2025-03-12,2025-03-15,Delivered,3.0
3082,2681,Bolt,2025-02-26,2025-03-01,Delivered,3.0
3083,2682,Cyclone,2025-03-25,2025-03-28,Delivered,3.0
3084,2683,Bolt,2025-02-27,2025-03-02,Delivered,3.0
3085,2683,Bolt,2025-03-01,2025-03-03,Delivered,2.0
3086,2684,Cyclone,2025-01-05,2025-01-06,Delivered,1.0
3087,2685,Arrow,2025-01-06,2025-01-08,Delivered,2.0
3088,2685,Cyclone,2025-01-04,2025-01-05,Delivered,1.0
3089,2686,Cyclone,2025-01-22,2025-01-25,Delivered,3.0
3090,2687,Arrow,2025-01-10,2025-01-12,Delivered,2.0
3091,2688,Cyclone,2025-01-25,2025-01-27,Delivered,2.0
3092,2688,Bolt,2025-01-25,2025-01-27,Delivered,2.0
3093,2689,Bolt,2025-01-27,2025-01-31,Delivered,4.0
3094,2690,Arrow,2025-02-06,2025-02-09,Delivered,3.0
3095,2691,Bolt,2025-03-27,2025-03-31,Delivered,4.0
3096,2692,Bolt,2025-02-24,2025-02-28,Delivered,4.0
3097,2693,Cyclone,2025-01-23,2025-01-25,Delivered,2.0
3098,2694,Arrow,2025-03-17,2025-03-20,Delivered,3.0
3099,2695,Bolt,2025-02-08,2025-02-11,Delivered,3.0
3100,2696,Arrow,2025-02-15,2025-02-17,Delivered,2.0
3101,2697,Bolt,2025-01-06,2025-01-09,Delivered,3.0
3102,2698,Bolt,2025-03-03,2025-03-07,Delivered,4.0
3103,2699,Cyclone,2025-02-28,2025-03-01,Delivered,1.0
3104,2700,Cyclone,2025-02-16,2025-02-18,Delivered,2.0
3105,2700,Bolt,2025-02-14,2025-02-18,Delivered,4.0
3106,2701,Cyclone,2025-01-20,,Returned,
3107,2702,Cyclone,2025-01-18,2025-01-21,Delivered,3.0
3108,2703,Bolt,2025-03-12,2025-03-16,Delivered,4.0
3109,2704,Arrow,2025-01-05,2025-01-07,Delivered,2.0
3110,2705,Bolt,2025-01-15,2025-01-19,Delivered,4.0
3111,2706,Bolt,2025-01-05,2025-01-09,Delivered,4.0
3112,2707,Arrow,2025-03-29,,Lost,
3113,2708,Arrow,2025-03-21,2025-03-23,Delivered,2.0
3114,2709,Cyclone,2025-03-01,2025-03-02,Delivered,1.0
3115,2710,Arrow,2025-02-25,2025-02-27,Delivered,2.0
3116,2711,Cyclone,2025-01-05,,Returned,
3117,2712,Arrow,2025-01-24,2025-01-27,Delivered,3.0
3118,2713,Arrow,2025-02-05,2025-02-06,Delivered,1.0
3119,2714,Cyclone,2025-01-30,2025-02-01,Delivered,2.0
3120,2715,Bolt,2025-03-24,2025-03-27,Delivered,3.0
3121,2716,Cyclone,2025-01-19,2025-01-22,Delivered,3.0
3122,2716,Cyclone,2025-01-21,2025-01-23,Delivered,2.0
3123,2717,Bolt,2025-01-31,2025-02-03,Delivered,3.0
3124,2717,Arrow,2025-02-01,2025-02-05,Delivered,4.0
3125,2718,Bolt,2025-03-03,2025-03-06,Delivered,3.0
3126,2719,Bolt,2025-03-03,2025-03-08,Delivered,5.0
3127,2720,Bolt,2025-01-20,2025-01-24,Delivered,4.0
3128,2721,Cyclone,2025-02-20,2025-02-21,Delivered,1.0
3129,2722,Bolt,2025-03-04,,Lost,
3130,2723,Arrow,2025-03-24,2025-03-26,Delivered,2.0
3131,2724,Arrow,2025-01-22,,Returned,
3132,2724,Arrow,2025-01-22,2025-01-25,Delivered,3.0
3133,2725,Cyclone,2025-01-24,2025-01-27,Delivered,3.0
3134,2726,Cyclone,2025-03-17,2025-03-18,Delivered,1.0
3135,2727,Arrow,2025-02-01,2025-02-05,Delivered,4.0
3136,2728,Arrow,2025-02-28,2025-03-03,Delivered,3.0
3137,2729,Bolt,2025-02-01,2025-02-06,Delivered,5.0
3138,2730,Bolt,2025-03-06,2025-03-11,Delivered,5.0
3139,2730,Arrow,2025-03-07,2025-03-09,Delivered,2.0
3140,2731,Cyclone,2025-01-19,2025-01-20,Delivered,1.0
3141,2732,Cyclone,2025-02-17,2025-02-19,Delivered,2.0
3142,2733,Bolt,2025-02-15,2025-02-18,Delivered,3.0
3143,2734,Arrow,2025-02-26,2025-02-27,Delivered,1.0
3144,2735,Arrow,2025-02-25,2025-02-26,Delivered,1.0
3145,2736,Arrow,2025-01-20,2025-01-22,Delivered,2.0
3146,2736,Bolt,2025-01-20,2025-01-24,Delivered,4.0
3147,2737,Arrow,2025-03-05,2025-03-09,Delivered,4.0
3148,2738,Arrow,2025-02-18,2025-02-20,Delivered,2.0
3149,2739,Arrow,2025-03-16,2025-03-17,Delivered,1.0
3150,2740,Bolt,2025-02-28,2025-03-05,Delivered,5.0
3151,2741,Bolt,2025-02-15,2025-02-18,Delivered,3.0
3152,2742,Bolt,2025-02-03,2025-02-06,Delivered,3.0
3153,2743,Bolt,2025-01-17,2025-01-21,Delivered,4.0
3154,2744,Arrow,2025-03-11,2025-03-14,Delivered,3.0
3155,2745,Bolt,2025-01-05,2025-01-10,Delivered,5.0
3156,2746,Bolt,2025-01-21,2025-01-24,Delivered,3.0
3157,2747,Cyclone,2025-02-16,2025-02-19,Delivered,3.0
3158,2748,Cyclone,2025-01-16,2025-01-17,Delivered,1.0
3159,2749,Cyclone,2025-03-13,2025-03-14,Delivered,1.0
3160,2750,Cyclone,2025-02-17,2025-02-18,Delivered,1.0
3161,2751,Bolt,2025-03-21,2025-03-24,Delivered,3.0
3162,2751,Arrow,2025-03-20,2025-03-24,Delivered,4.0
3163,2752,Arrow,2025-03-18,2025-03-20,Delivered,2.0
3164,2753,Bolt,2025-01-09,2025-01-14,Delivered,5.0
3165,2754,Arrow,2025-04-02,2025-04-03,Delivered,1.0
3166,2755,Cyclone,2025-01-18,2025-01-20,Delivered,2.0
3167,2756,Arrow,2025-03-12,2025-03-13,Delivered,1.0
3168,2757,Bolt,2025-03-02,2025-03-04,Delivered,2.0
3169,2758,Bolt,2025-01-12,2025-01-17,Delivered,5.0
3170,2759,Bolt,2025-02-20,2025-02-25,Delivered,5.0
3171,2760,Bolt,2025-01-04,2025-01-08,Delivered,4.0
3172,2761,Arrow,2025-03-19,2025-03-22,Delivered,3.0
3173,2762,Arrow,2025-03-12,2025-03-13,Delivered,1.0
3174,2763,Cyclone,2025-03-23,2025-03-24,Delivered,1.0
3175,2764,Cyclone,2025-02-22,2025-02-23,Delivered,1.0
3176,2765,Arrow,2025-01-21,2025-01-23,Delivered,2.0
3177,2766,Cyclone,2025-02-11,2025-02-14,Delivered,3.0
3178,2767,Bolt,2025-02-04,2025-02-07,Delivered,3.0
3179,2768,Bolt,2025-02-15,2025-02-17,Delivered,2.0
3180,2769,Bolt,2025-01-28,2025-01-31,Delivered,3.0
3181,2769,Cyclone,2025-01-27,2025-01-29,Delivered,2.0
3182,2770,Arrow,2025-03-11,2025-03-15,Delivered,4.0
3183,2771,Arrow,2025-03-07,2025-03-09,Delivered,2.0
3184,2772,Cyclone,2025-02-06,2025-02-07,Delivered,1.0
3185,2773,Cyclone,2025-03-27,2025-03-28,Delivered,1.0
3186,2774,Cyclone,2025-02-18,2025-02-20,Delivered,2.0
3187,2775,Arrow,2025-01-22,2025-01-25,Delivered,3.0
3188,2776,Bolt,2025-03-16,2025-03-20,Delivered,4.0
3189,2776,Cyclone,2025-03-16,2025-03-17,Delivered,1.0
3190,2777,Cyclone,2025-03-07,2025-03-09,Delivered,2.0
3191,2778,Cyclone,2025-01-07,2025-01-08,Delivered,1.0
3192,2779,Cyclone,2025-03-13,2025-03-14,Delivered,1.0
3193,2780,Arrow,2025-04-01,2025-04-04,Delivered,3.0
3194,2781,Bolt,2025-01-04,2025-01-09,Delivered,5.0
3195,2782,Arrow,2025-02-08,2025-02-11,Delivered,3.0
3196,2782,Bolt,2025-02-08,2025-02-11,Delivered,3.0
3197,2783,Cyclone,2025-02-04,2025-02-07,Delivered,3.0
3198,2784,Arrow,2025-01-02,2025-01-03,Delivered,1.0
3199,2785,Arrow,2025-01-25,,Returned,
3200,2786,Arrow,2025-02-28,2025-03-04,Delivered,4.0
3201,2787,Bolt,2025-03-13,2025-03-16,Delivered,3.0
3202,2788,Bolt,2025-02-12,2025-02-17,Delivered,5.0
3203,2789,Arrow,2025-02-25,,Lost,
3204,2790,Arrow,2025-02-15,2025-02-16,Delivered,1.0
3205,2790,Arrow,2025-02-17,2025-02-19,Delivered,2.0
3206,2791,Bolt,2025-03-01,2025-03-04,Delivered,3.0
3207,2791,Arrow,2025-03-03,2025-03-07,Delivered,4.0
3208,2792,Bolt,2025-03-03,2025-03-07,Delivered,4.0
3209,2793,Arrow,2025-02-27,2025-02-28,Delivered,1.0
3210,2794,Bolt,2025-02-02,2025-02-06,Delivered,4.0
3211,2795,Cyclone,2025-03-27,2025-03-30,Delivered,3.0
3212,2796,Bolt,2025-01-25,2025-01-28,Delivered,3.0
3213,2797,Arrow,2025-03-31,2025-04-02,Delivered,2.0
3214,2798,Arrow,2025-02-07,2025-02-11,Delivered,4.0
3215,2799,Cyclone,2025-03-27,,Returned,
3216,2800,Cyclone,2025-01-31,2025-02-02,Delivered,2.0
3217,2801,Arrow,2025-01-26,2025-01-28,Delivered,2.0
3218,2802,Arrow,2025-01-30,2025-02-03,Delivered,4.0
3219,2802,Arrow,2025-01-30,2025-02-02,Delivered,3.0
3220,2803,Arrow,2025-03-29,2025-04-01,Delivered,3.0
3221,2804,Arrow,2025-01-07,2025-01-10,Delivered,3.0
3222,2804,Cyclone,2025-01-07,2025-01-09,Delivered,2.0
3223,2805,Cyclone,2025-02-06,2025-02-07,Delivered,1.0
3224,2806,Arrow,2025-02-24,2025-02-25,Delivered,1.0
3225,2807,Bolt,2025-01-15,2025-01-19,Delivered,4.0
3226,2807,Arrow,2025-01-15,2025-01-18,Delivered,3.0
3227,2808,Bolt,2025-01-12,2025-01-13,Delivered,1.0
3228,2809,Cyclone,2025-03-22,2025-03-25,Delivered,3.0
3229,2810,Cyclone,2025-01-18,2025-01-19,Delivered,1.0
3230,2811,Arrow,2025-02-23,2025-02-24,Delivered,1.0
3231,2812,Cyclone,2025-03-31,2025-04-01,Delivered,1.0
3232,2813,Arrow,2025-03-20,2025-03-21,Delivered,1.0
3233,2814,Bolt,2025-03-11,2025-03-15,Delivered,4.0
3234,2814,Bolt,2025-03-12,2025-03-14,Delivered,2.0
3235,2815,Bolt,2025-02-15,2025-02-17,Delivered,2.0
3236,2816,Bolt,2025-03-16,2025-03-19,Delivered,3.0
3237,2817,Arrow,2025-02-16,2025-02-19,Delivered,3.0
3238,2818,Arrow,2025-02-25,2025-02-27,Delivered,2.0
3239,2819,Bolt,2025-03-26,2025-03-29,Delivered,3.0
3240,2819,Bolt,2025-03-27,2025-03-30,Delivered,3.0
3241,2820,Cyclone,2025-03-23,2025-03-26,Delivered,3.0
3242,2821,Arrow,2025-02-26,2025-02-28,Delivered,2.0
3243,2822,Arrow,2025-01-21,2025-01-23,Delivered,2.0
3244,2823,Cyclone,2025-03-09,2025-03-10,Delivered,1.0
3245,2824,Arrow,2025-02-19,2025-02-21,Delivered,2.0
3246,2825,Cyclone,2025-02-02,2025-02-03,Delivered,1.0
3247,2826,Cyclone,2025-01-07,2025-01-09,Delivered,2.0
3248,2827,Cyclone,2025-03-11,2025-03-12,Delivered,1.0
3249,2828,Bolt,2025-01-17,2025-01-22,Delivered,5.0
3250,2829,Cyclone,2025-03-25,2025-03-26,Delivered,1.0
3251,2830,Arrow,2025-02-01,2025-02-04,Delivered,3.0
3252,2831,Bolt,2025-03-17,2025-03-19,Delivered,2.0
3253,2832,Cyclone,2025-01-22,2025-01-23,Delivered,1.0
3254,2833,Arrow,2025-03-29,2025-04-01,Delivered,3.0
3255,2834,Arrow,2025-01-16,2025-01-20,Delivered,4.0
3256,2835,Arrow,2025-02-19,2025-02-22,Delivered,3.0
3257,2836,Arrow,2025-03-12,2025-03-15,Delivered,3.0
3258,2836,Bolt,2025-03-13,2025-03-16,Delivered,3.0
3259,2837,Arrow,2025-01-22,2025-01-26,Delivered,4.0
3260,2838,Arrow,2025-02-13,2025-02-17,Delivered,4.0
3261,2839,Bolt,2025-01-27,2025-01-30,Delivered,3.0
3262,2840,Bolt,2025-01-16,2025-01-19,Delivered,3.0
3263,2841,Cyclone,2025-02-27,2025-03-01,Delivered,2.0
3264,2842,Cyclone,2025-02-06,2025-02-08,Delivered,2.0
3265,2843,Bolt,2025-02-27,2025-03-02,Delivered,3.0
3266,2844,Arrow,2025-01-22,2025-01-25,Delivered,3.0
3267,2845,Cyclone,2025-03-23,2025-03-24,Delivered,1.0
3268,2846,Arrow,2025-03-10,2025-03-15,Delivered,5.0
3269,2847,Bolt,2025-01-04,2025-01-09,Delivered,5.0
3270,2847,Bolt,2025-01-04,2025-01-06,Delivered,2.0
3271,2848,Cyclone,2025-03-30,,Returned,
3272,2849,Arrow,2025-03-31,2025-04-02,Delivered,2.0
3273,2850,Arrow,2025-02-07,2025-02-11,Delivered,4.0
3274,2851,Bolt,2025-03-31,2025-04-02,Delivered,2.0
3275,2852,Bolt,2025-02-18,2025-02-22,Delivered,4.0
3276,2853,Arrow,2025-01-21,2025-01-22,Delivered,1.0
3277,2854,Bolt,2025-03-31,2025-04-01,Delivered,1.0
3278,2855,Bolt,2025-03-27,2025-04-01,Delivered,5.0
3279,2856,Cyclone,2025-01-13,2025-01-14,Delivered,1.0
3280,2857,Bolt,2025-03-03,2025-03-07,Delivered,4.0
3281,2858,Bolt,2025-02-11,2025-02-15,Delivered,4.0
3282,2859,Arrow,2025-02-03,2025-02-06,Delivered,3.0
3283,2860,Bolt,2025-02-20,2025-02-26,Delivered,6.0
3284,2861,Cyclone,2025-03-10,2025-03-12,Delivered,2.0
3285,2862,Cyclone,2025-03-12,2025-03-15,Delivered,3.0
3286,2863,Cyclone,2025-03-27,2025-03-30,Delivered,3.0
3287,2863,Cyclone,2025-03-28,2025-03-29,Delivered,1.0
3288,2864,Bolt,2025-02-03,2025-02-07,Delivered,4.0
3289,2865,Arrow,2025-03-23,2025-03-27,Delivered,4.0
3290,2865,Bolt,2025-03-24,2025-03-28,Delivered,4.0
3291,2866,Bolt,2025-01-24,2025-01-25,Delivered,1.0
3292,2867,Cyclone,2025-03-03,2025-03-04,Delivered,1.0
3293,2868,Arrow,2025-03-02,,Returned,
3294,2869,Bolt,2025-01-30,2025-02-01,Delivered,2.0
3295,2870,Arrow,2025-02-27,2025-03-02,Delivered,3.0
3296,2871,Bolt,2025-02-12,2025-02-15,Delivered,3.0
3297,2872,Bolt,2025-02-11,2025-02-15,Delivered,4.0
3298,2873,Bolt,2025-02-09,2025-02-12,Delivered,3.0
3299,2874,Bolt,2025-03-29,2025-04-03,Delivered,5.0
3300,2875,Bolt,2025-02-18,2025-02-21,Delivered,3.0
3301,2876,Bolt,2025-01-17,2025-01-20,Delivered,3.0
3302,2877,Bolt,2025-03-13,2025-03-16,Delivered,3.0
3303,2878,Bolt,2025-03-11,,Lost,
3304,2879,Arrow,2025-03-07,2025-03-11,Delivered,4.0
3305,2880,Bolt,2025-03-15,2025-03-19,Delivered,4.0
3306,2881,Bolt,2025-03-28,2025-04-03,Delivered,6.0
3307,2882,Arrow,2025-01-06,2025-01-07,Delivered,1.0
3308,2883,Bolt,2025-01-04,2025-01-07,Delivered,3.0
3309,2884,Cyclone,2025-01-23,2025-01-27,Delivered,4.0
3310,2885,Bolt,2025-02-27,,Returned,
3311,2886,Arrow,2025-03-09,2025-03-10,Delivered,1.0
3312,2886,Cyclone,2025-03-07,2025-03-08,Delivered,1.0
3313,2887,Arrow,2025-03-17,,Returned,
3314,2888,Arrow,2025-01-16,2025-01-18,Delivered,2.0
3315,2889,Cyclone,2025-02-20,2025-02-23,Delivered,3.0
3316,2890,Arrow,2025-02-09,2025-02-13,Delivered,4.0
3317,2891,Arrow,2025-03-29,2025-03-30,Delivered,1.0
3318,2891,Cyclone,2025-03-27,2025-03-28,Delivered,1.0
3319,2892,Arrow,2025-03-17,2025-03-20,Delivered,3.0
3320,2893,Arrow,2025-03-29,2025-03-31,Delivered,2.0
3321,2894,Cyclone,2025-02-10,2025-02-11,Delivered,1.0
3322,2894,Cyclone,2025-02-10,2025-02-13,Delivered,3.0
3323,2895,Cyclone,2025-02-09,2025-02-11,Delivered,2.0
3324,2896,Cyclone,2025-03-03,2025-03-04,Delivered,1.0
3325,2897,Bolt,2025-03-02,2025-03-04,Delivered,2.0
3326,2898,Bolt,2025-01-10,2025-01-13,Delivered,3.0
3327,2899,Bolt,2025-03-07,2025-03-10,Delivered,3.0
3328,2900,Cyclone,2025-03-04,2025-03-05,Delivered,1.0
3329,2901,Arrow,2025-02-18,2025-02-22,Delivered,4.0
3330,2901,Arrow,2025-02-20,2025-02-23,Delivered,3.0
3331,2902,Arrow,2025-03-05,2025-03-08,Delivered,3.0
3332,2903,Cyclone,2025-02-03,2025-02-05,Delivered,2.0
3333,2904,Arrow,2025-01-09,2025-01-10,Delivered,1.0
3334,2905,Cyclone,2025-01-22,2025-01-23,Delivered,1.0
3335,2906,Arrow,2025-01-21,2025-01-24,Delivered,3.0
3336,2907,Bolt,2025-01-27,2025-01-29,Delivered,2.0
3337,2908,Arrow,2025-03-10,2025-03-13,Delivered,3.0
3338,2909,Cyclone,2025-03-28,2025-03-29,Delivered,1.0
3339,2909,Bolt,2025-03-28,2025-04-01,Delivered,4.0
3340,2910,Arrow,2025-01-15,2025-01-16,Delivered,1.0
3341,2911,Bolt,2025-03-28,2025-03-29,Delivered,1.0
3342,2911,Cyclone,2025-03-28,2025-03-31,Delivered,3.0
3343,2912,Bolt,2025-03-22,2025-03-27,Delivered,5.0
3344,2912,Arrow,2025-03-20,2025-03-24,Delivered,4.0
3345,2913,Bolt,2025-03-27,2025-03-30,Delivered,3.0
3346,2913,Arrow,2025-03-27,2025-03-29,Delivered,2.0
3347,2914,Cyclone,2025-01-16,2025-01-18,Delivered,2.0
3348,2915,Cyclone,2025-01-28,2025-01-29,Delivered,1.0
3349,2916,Cyclone,2025-02-11,,Returned,
